username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
taletelanews,Tale Tela,https://twitter.com/taletelanews/status/1302941470094168064,"""Lampard Signs New Goalkeeper For Chelsea
https",2020-09-07 05:07:00,,,0,,0,,0,,
tela_daniels,Rim Tela,https://twitter.com/tela_daniels/status/1302881769583194113,"""Cant wait to see football back in Uganda""",2020-09-07 01:09:00,1,,0,,0,,0,,
tela_wangeci,TELA ULE MGAZA,https://twitter.com/tela_wangeci/status/1303001963802615808,"""Wassup guys lol I cut my butt crack trying to shave my butt hair anyway we did an online episode with my babe @MusewaDuean
So cum onnnnnn vibe to Vibe Podcast (see what I did there) 
 https",2020-09-07 09:07:00,6,3,0,MusewaDuean,1,,0,,
hwgmelody,brunɑ⁷,https://twitter.com/hwgmelody/status/1303027448771227648,"""""Amas é tela verde?""

Não, stay, o chan viajou pro meio do saara e o hyunjin tacou fogo no estúdio mesmo, não é tela verde não, imagina""",2020-09-07 10:48:00,113,40,3,,0,,0,,
tela_grema,Mims,https://twitter.com/Tela_Grema/status/1302907325112516608,"""It’s been a while☘️… """,2020-09-07 02:51:00,6,1,0,,0,,0,,https://pbs.twimg.com/media/EhTbQyuWoAA9Vqg.jpg
taletelanews,Tale Tela,https://twitter.com/taletelanews/status/1302954109813903365,"""Typhoon Hits South Korea
https",2020-09-07 05:57:00,,,0,,0,,0,,
starrygun,wen | #TheGiftedGraduationEP1,https://twitter.com/starrygun/status/1303006524038508545,"""hello I highly recommend to wear gloves, masks and faceshield when you get your parcel and when you disinfect it outside your house para doble ingat after non derecho niyo lagay yung masks (if tela siya), faceshield sa isang timbang may zonrox or sabon and water aha take care 💚… https",2020-09-07 09:25:00,11,3,0,,0,,0,,
thatbloggertela,Téla,https://twitter.com/ThatBloggerTela/status/1302694985402327045,"""What album do you think most represents you as a person?""",2020-09-06 12:47:00,,,2,,0,,0,,
chopnslop_1921,CreeCree,https://twitter.com/ChopnSlop_1921/status/1302809942156603396,"""Tela X 8Ball & MJG - Sho Nuff (ChoppednSlopped) =LFS=
https",2020-09-06 20:24:00,,,1,,0,,0,,
islockcreen,lockscreen ,https://twitter.com/islockcreen/status/1303037149583998977,"""♡ ˒ Naofumi Iwatani | Tate no Yuusha
𓏲 com lock para tela infinita.
↠ rt se salvar / rt if you save;
↠ fav se gostar / fav if you like;
↠ print se usar / print if you use;
╰★Hyūga… https",2020-09-07 11:27:00,11,7,0,,0,,0,,https://pbs.twimg.com/media/EhVRV8jXcAQ0-SP.jpg | https://pbs.twimg.com/media/EhVRWieWsAAFoIQ.jpg | https://pbs.twimg.com/media/EhVRXpfXgAI0gx1.jpg | https://pbs.twimg.com/media/EhVRYZzXgAME_a_.jpg
tela_wlag,Tela WLAG,https://twitter.com/Tela_WLAG/status/1302762857075863552,"""It is to the humanity that I know exists within the leadership of Iran that I make a plea to spare Navid Afkari's life. 

#SaveNavidAfkari

⁧#نويد_را_نكشيد⁩

⁧#نويد_افكارى… https",2020-09-06 17:17:00,46,25,3,,0,SaveNavidAfkari | نويد_را_نكشيد | نويد_افكارى,3,,
lockzscreen,lockscreens,https://twitter.com/lockzscreen/status/1303045807252426752,"""~Justin Bieber lockscreen
~Tela normal + infinita

rt if you saved
fav if you liked 
screenshot if you use
.
Ana C.… """,2020-09-07 12:01:00,4,,0,,0,,0,,https://pbs.twimg.com/media/EhVZPD0XYAAbqen.jpg | https://pbs.twimg.com/media/EhVZPDyXgAIcU2Q.jpg | https://pbs.twimg.com/media/EhVZPDzWkAI5D2G.jpg | https://pbs.twimg.com/media/EhVZPD2WsAEirgf.jpg
tela_wangeci,TELA ULE MGAZA,https://twitter.com/tela_wangeci/status/1302696318633160705,"""Tela Mavela started out as a joke now errone is introducing me to people as Tela Mavela 😂😂love it here!""",2020-09-06 12:52:00,35,2,2,,0,,0,,
umarz9,Dan misra,https://twitter.com/Umarz9/status/1303036507423465473,"""Dealers in all types of textile such as",2020-09-07 11:24:00,,1,0,,0,,0,,https://pbs.twimg.com/media/EhVQxDXXcBIBQli.jpg | https://pbs.twimg.com/media/EhVQyAMWoAE9j8X.jpg
maalikmalik1,سنیہMalik,https://twitter.com/MaalikMalik1/status/1302895584983085064,"""The reason Faisalabad is called Manchester of Pakistan because it's the biggest textile city of Pakistan and all the industries here related to textiles and same is Manchester in UK so these cities are also named as Twin cities. After Lahore, Faisalabad is famous for its food.… https",2020-09-07 02:04:00,5,3,0,,0,,0,,https://pbs.twimg.com/media/EhTQoQrXsAE_bwH.jpg
sovietartbottes,SovietArtBotTest,https://twitter.com/SovietArtBotTes/status/1302747510256132097,"""""Sketch of Poster City gives Textiles - a Village gives Bread""
Boris Kustodiev, 1925… """,2020-09-06 16:16:00,4,,0,,0,,0,,https://pbs.twimg.com/media/EhRJ9LxXsAQK61M.jpg
creativeartspen,Pendleton Creative Arts,https://twitter.com/CreativeArtsPen/status/1303020071489613825,"""We are all ready to welcome our new students in Textiles and Fashion.  Our classrooms have been reorganised to adhere to social distancing rules and have been deep cleaned, we are armed with face coverings and will be teaching wearing visors. We are very excited 😆… https",2020-09-07 10:19:00,1,,1,,0,,0,,https://pbs.twimg.com/media/EhVBvNOXgAIGjwe.jpg | https://pbs.twimg.com/media/EhVBvNkXcAIz-wd.jpg | https://pbs.twimg.com/media/EhVBvNxXgAYoP6s.jpg | https://pbs.twimg.com/media/EhVBvOAWkAAdRxJ.jpg
mayurshetty01,Mayur Shetty TOI,https://twitter.com/mayurshetty01/status/1302983375590887424,"""KV Kamath committee sees maximum Covid-only related stress in retail, wholesale trade, roads & textiles. Big ticket loans already in stress - NBFCS, power, steel and real estate.  Top right indicate incipient pain for lenders and industry. Left is those eligible for restructuring… https",2020-09-07 07:53:00,4,1,0,,0,,0,,https://pbs.twimg.com/media/EhUgMl8U0AABBiL.jpg
bestof100hyun,best of 백현이,https://twitter.com/bestof100hyun/status/1301865796751290368,"""baekhyun and his sensitive skin ❤️
— uses a blanket made specifically for infants as a pillow cover and a mask made with baby textile products that can prevent skin diseases!… https",2020-09-04 05:52:00,999,488,0,,0,,0,,https://pbs.twimg.com/media/EhEoCG_WkAAHtl2.jpg | https://pbs.twimg.com/media/EhEoCHAXkAAOqro.jpg | https://pbs.twimg.com/media/EhEoCG-WkAEYtXI.jpg | https://pbs.twimg.com/media/EhEoCG-WAAAfvEv.jpg
ygmadhuvanthi,Madhuvanthii,https://twitter.com/YGMadhuvanthi/status/1302993376413802496,"""https",2020-09-07 08:33:00,40,205,3,,0,,0,,https://pbs.twimg.com/media/EhUpkFfVgAU-Rma.jpg
womensart1,#WOMENSART,https://twitter.com/womensart1/status/1302492906322788352,"""'When I Am Old I Will Wear Purple' quilt art by textile artist/quilter Nancy Messier #womensart… """,2020-09-05 23:24:00,"1,164",190,7,,0,womensart,1,,https://pbs.twimg.com/media/EhNiZQLXsAEJPe6.jpg
anascosmeticsa,HOODIE & ANASCOSMETICS,https://twitter.com/AnascosmeticsA/status/1302997202814468096,"""SWEATSHIRT PLAIN 💢
.
▶RM40/pcs
▶READYSTOCK FROM MALAYSIA
▶SM free pos, SS +RM5
▶Material",2020-09-07 08:48:00,1,2,0,,0,,0,,https://pbs.twimg.com/media/EhUtBhTVgAI3Gzc.jpg | https://pbs.twimg.com/media/EhUtBhTVgAAavK6.jpg | https://pbs.twimg.com/media/EhUtBhTUYAA_Mg1.jpg | https://pbs.twimg.com/media/EhUtBhUVoAA4arh.jpg
americanefird,americanefird,https://twitter.com/AmericanEfird/status/1303045678462099459,"""Innovative design. Strength. Reliability. Sustainability. 

We're redefining the world of textiles on every level. From premium stretch-technology in denim to next-generation solutions that regulate temperature, protect from the sun, and repel water, stains, and insects.… https",2020-09-07 12:01:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVZI43XsAAxLLE.jpg
tatsumi_ochiai,Tatsumi Sivad Evil,https://twitter.com/tatsumi_ochiai/status/1303043463857033216,"""This VHS costs 14,800 JPY approx. 140 USD!!! #polyester #johnwaters #divine https",2020-09-07 11:52:00,,,0,,0,polyester | johnwaters | divine,3,,https://pbs.twimg.com/media/EhVXIAcWAAIcMaR.jpg
,,https://twitter.com/ukhtzx/status/1302342169483776001,"""Them thin Nidha or polyester fabric abayas without big enough hijab to cover your chest ain’t it. Do better please.""",2020-09-05 13:25:00,14,1,0,,0,,0,,
jadenden2,Jaden-den,https://twitter.com/Jadenden2/status/1302450393952088064,"""Is heather that chick with the polyester sweater?""",2020-09-05 20:35:00,7,1,0,,0,,0,,
vel_coph,VEL Fashion and Style PH ,https://twitter.com/vel_coph/status/1302619936708112384,"""PRE ORDER",2020-09-06 07:49:00,4,2,1,,0,,0,,https://pbs.twimg.com/media/EhPVyPCUMAAZIO3.jpg
toohonestforth1,NoPlaceLikeHome.,https://twitter.com/TooHonestForTh1/status/1302681775949438976,"""15 left of each of these cuties. Perfect for the fall. The green one would be perfect for a school bag or a lunch bag. 25% this entire week. Original price $45.00. You can get them for $33.75. + shipping. Unique jute and polyester tote bags with my paintings. DM if interested 💋… https",2020-09-06 11:55:00,26,11,1,,0,,0,,https://pbs.twimg.com/media/EhQOK6DXgAcB6Oi.jpg | https://pbs.twimg.com/media/EhQOK6DXYAAXGtS.jpg | https://pbs.twimg.com/media/EhQOK6EWAAEVV3Y.jpg
queenmoderatrix,Moderatrix,https://twitter.com/QueenModeratrix/status/1303032537841836033,"""So she went to a salon, it was root maintenance not 18 holes in ugly polyester.… """,2020-09-07 11:09:00,,1,0,,0,,0,,https://pbs.twimg.com/media/EhVNCsPXYAQvSeV.jpg
shtooky,Shtook,https://twitter.com/shtooky/status/1302823093073776642,"""Dear Travis Twitt and crazy James Woods PLEASE block me.

FFS. Just put a windbreaker and polyester pants on Travis Tritt and you have everybody's Aunt Carol with a goatee.… https",2020-09-06 21:16:00,10,1,1,,0,,0,,https://pbs.twimg.com/media/EhSOMtqWsAUT5Y2.jpg
matt_reidenbach,Matt Reidenbach,https://twitter.com/matt_reidenbach/status/1302453681560981504,"""My fluid dynamics lab at UVA was mostly shut down this summer, so I set up a home lab to study aerosol-size droplet transmission (i.e. Covid). Tested both inside and outside",2020-09-05 20:48:00,38,9,2,,0,,0,,
modernhousebout,ModernHouseBoutique,https://twitter.com/ModernHouseBout/status/1302512370535862274,"""Excited to share the latest addition to my #etsy shop",2020-09-06 00:42:00,67,106,0,,0,etsy,1,,https://pbs.twimg.com/media/EhN0GJaXcAE9WuZ.jpg
gitrdonelarry,Larry The Cable Guy,https://twitter.com/GitRDoneLarry/status/1302875087494840320,"""A sex study on rats found that rats that wore tiny polyester pants mated less that rats that didn't.""",2020-09-07 00:43:00,"1,673",122,59,,0,,0,,
super70ssports,Super 70s Sports,https://twitter.com/Super70sSports/status/1302636616733863936,"""50% polyester, 50% cotton, 100% awesome.… """,2020-09-06 08:55:00,"2,274",154,95,,0,,0,,https://pbs.twimg.com/media/EhPlGOeWAAcie_t.jpg
olamide035,COKEBOY,https://twitter.com/olamide035/status/1302130412551012352,"""Please Retweet if you see this 🙏

Quality jersey of both clubs and country available in stock!!

standard, non-adherent cut✅

silky, comfortable material✅

100% recycled polyester✅

Please send us a Dm @JGuardain or call 08148382761 to order📍

Delivery nationwide!!… https",2020-09-04 23:24:00,103,122,14,JGuardain,1,,0,,
sana202167,Sana,https://twitter.com/Sana202167/status/1302847271323807744,"""Soft quality chiffon
Scarf.
170 cm × 70 cm.
100% polyester 
7 Nude colours.

Price",2020-09-06 22:52:00,5,4,1,,0,,0,,https://pbs.twimg.com/media/EhSkcxQXsAAwhxm.jpg | https://pbs.twimg.com/media/EhSkfc4XcAEqmNp.jpg | https://pbs.twimg.com/media/EhSkgpaXsAAB91L.jpg | https://pbs.twimg.com/media/EhSkm0hWoAA7PgR.jpg
,,https://twitter.com/kfashionidn/status/1301357584750764032,"""🌻Free shipping

IDR",2020-09-02 20:13:00,1,,1,,0,,0,,https://pbs.twimg.com/media/Eg9Zz1AUcAAQac4.jpg | https://pbs.twimg.com/media/Eg9Z0K2VkAA7ac_.jpg | https://pbs.twimg.com/media/Eg9Z0jCUwAEdeXe.jpg | https://pbs.twimg.com/media/Eg9Z03UU8AAL_U_.jpg
sportsbigname,Bigname.sports,https://twitter.com/SportsBigname/status/1303045969983016960,"""Custom Sublimated 7on7 uniform 
Available in all sizes

Material",2020-09-07 12:02:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVZZsVXsAIIm88.jpg
footwearnews,Footwear News,https://twitter.com/FootwearNews/status/1303045428125069315,"""10 Polyester Face Masks That Have Some of the Most Effective Protection https",2020-09-07 12:00:00,,,0,,0,,0,,
bocateamwear,Boca Teamwear Ltd,https://twitter.com/BocaTeamwear/status/1302961700782649346,"""Here is the brand new Bristol Manor Farm Joma Gold II home kit made from recycled polyester.
This will be available to purchase online today!

@JomaSportUK @ManorFarmFC… https",2020-09-07 06:27:00,18,5,0,JomaSportUK | ManorFarmFC,2,,0,,https://pbs.twimg.com/media/EhUMwTGWsAIDgGp.jpg | https://pbs.twimg.com/media/EhUMwTIWoAEfIWm.jpg
meowgulf,paco ,https://twitter.com/meowgulf/status/1303019291273551872,"""#MEWGULF",2020-09-07 10:16:00,27,3,0,,0,MEWGULF,1,,
,,https://twitter.com/AlgodonEgipcio/status/1302692482115866624,"""Please. Right when the last section enters

https",2020-09-06 12:37:00,3,,0,,0,,0,,
trajesastre_,trajesastre,https://twitter.com/trajesastre_/status/1302667989095940096,"""Calcetín de algodón realizado en Egipto, s. XII o XIII, Met… """,2020-09-06 11:00:00,443,63,8,,0,,0,,https://pbs.twimg.com/media/EhQBoUvXYAUYM54.jpg
algodon93063928,°°𝐝𝐲𝐧𝐚𝐦𝐢𝐭𝐞^,https://twitter.com/algodon93063928/status/1300664478812569610,"""Felicidades kookie Army te quiere mucho ( ◜‿◝ )♡#HappyBirthdayJungkook… """,2020-08-31 22:19:00,,,0,,0,HappyBirthdayJu,1,,https://pbs.twimg.com/media/EgzjctUWAAIj2Hb.jpg
cuquidoll,Cuquidoll,https://twitter.com/cuquidoll/status/1302696211376373763,"""Pues tal y como está el panorama... Estoy haciendo #mascarillas 🤷‍♀️

Son lavables y llevan 3 capas, algodón 100%, con tejido homologado filtrante e hidrófugo en su interior y bolsillo para filtro cuando pierdan su eficacia con el uso… https",2020-09-06 12:52:00,23,4,6,,0,mascarillas,1,,https://pbs.twimg.com/media/EhQbS6cXgAA_vHN.jpg | https://pbs.twimg.com/media/EhQbIUwXgAIcOQr.jpg | https://pbs.twimg.com/media/EhQbS6bWkAE2_Aj.jpg
declasebaja,Mr Calénderful,https://twitter.com/DeClaseBaja/status/1301809877505863680,"""Yo con cuatro años estaba escalando ochomiles para recoger remolacha y producir algodón de azúcar vegano gluten free para pagarme los estudios y una habitación compartida con siete francotiradores albanokosovares, ahora la gente quiere que todo le caiga caído del cielo.""",2020-09-04 02:10:00,119,29,9,,0,,0,,
xjk6wszmbwgd6of,爱厨艺#receta china,https://twitter.com/xJK6WszmBWgD6oF/status/1302213672454979585,"""Pastel con algodon de carne 【肉松小贝】 Cake with meat floss，Something specia... https",2020-09-05 04:55:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhJkaflXYAAJQeU.jpg
,,https://twitter.com/Algodon_7/status/1302395140586328064,"""No More Dream

#ARMYLooneyTunesBattle_D1
#ARMYTeamTunes_D1 @BTS_twt… """,2020-09-05 16:56:00,1,1,0,BTS_twt,1,ARMYLooneyTunes | ARMYTeamTunes_D,2,,https://pbs.twimg.com/media/EhMJeeXXgAAamui.jpg
faoamericas,FAO Américas,https://twitter.com/FAOAmericas/status/1303045638838521858,"""📘El estudio Mujeres de ♀Algodón 🧣 presenta los roles de género y la participación de las mujeres rurales algodoneras en las cadenas de valor en Argentina, Bolivia, Colombia, Paraguay y Perú 
.
.
👇
https",2020-09-07 12:01:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVZGnIXYAAz8Ce.jpg
nayeli786,Naika kournikova ,https://twitter.com/nayeli786/status/1302335790924681217,"""Mi Tlatoani de Macuspana, Mi cabecita de algodón, Mi Comandante Supremo, Mi Presidente Legitimo de los Estados Unidos Mexicanos 🇲🇽♥️ 
@lopezobrador_  🥰😍

Relajado, relajado, relajado 😌😀♥️🥳🎉♥️🇲🇽🥰😘♥️… https",2020-09-05 13:00:00,86,23,5,lopezobrador_,1,,0,,https://pbs.twimg.com/media/EhLTclhWkAQIWlM.jpg
maricruzcorral5,MARICRUZ CORRAL,https://twitter.com/MaricruzCorral5/status/1302815779310776320,"""Yo cuando le tiran 💩 a mi cabeza de algodón!!💪… """,2020-09-06 20:47:00,169,41,20,,0,,0,,
cecijosesw,cecijosesw,https://twitter.com/cecijosesw/status/1300615488926556160,"""El algodón me gusta para hacer ejercicio, que opinan?... RT😘😘… """,2020-08-31 19:04:00,105,4,10,,0,,0,,https://pbs.twimg.com/media/Egy2OcLXYAAN-O4.jpg
sergiocomico,Sergio Encinas ,https://twitter.com/sergiocomico/status/1302000193177628672,"""Estoy bajando por la Avenida Real Valladolid con un peluche y un algodón de azúcar y estoy dejando a la gente loca.""",2020-09-04 14:46:00,730,157,24,,0,,0,,
aaron_algodon19,a//,https://twitter.com/aaron_algodon19/status/1302981870406316032,""""" ❤"" this tweet and I will write something about you""",2020-09-07 07:47:00,7,,0,,0,,0,,
bumpercrop1,Bumper Crop,https://twitter.com/BumperCrop1/status/1300497205950906368,"""Estimada @PazCornu",2020-08-31 11:14:00,"3,346",606,144,PazCornu,1,,0,,
quemedeciste,Romina,https://twitter.com/Quemedeciste/status/1302646363839225859,"""No puedo más leer “con todo el peso de la ley”. Acá ko un algodón de azúcar tiene más peso que la ley. Nambrena""",2020-09-06 09:34:00,591,247,1,,0,,0,,
piojo22e,Lily Vazquez,https://twitter.com/piojo22e/status/1302400858454478849,"""JAJAJAJAJAJAJAJA
JAJAJAJAJAJAJAJA
JAJAJAJAJAJAJAJA

No entiendo por qué este mensaje trae tan enojada a la pareja ""TORPEDO"" estoy segura que mi cabecita de algodón, lo dijo sin ninguna malicia. 👀… https",2020-09-05 17:18:00,886,293,68,,0,,0,,
andreskingpk,Andres,https://twitter.com/Andreskingpk/status/1303039907280154630,"""Este es mi perrito chiquito de tamaño porque es el más grande de edad y pues lo acaban de bañar y parece un algodón es muy tierno 💖💖💖 uwu… https",2020-09-07 11:38:00,8,1,3,,0,,0,,https://pbs.twimg.com/media/EhVTvx_WkAAAim0.jpg | https://pbs.twimg.com/media/EhVT4uVWsAAmjDh.jpg
arctichoxran,carla ‎۞,https://twitter.com/arctichoxran/status/1302027382728130563,"""Feliz cumple bolita de algodón ♥️
for many more years of happiness and memories.
Keep sharing your love and talent with the world, I’ll be here to see you shine. 
Forever always leyenda ♥️🥳
@MrNathanLambert… https",2020-09-04 16:34:00,29,5,0,MrNathanLambert,1,,0,,https://pbs.twimg.com/media/EhG6_kQX0AAxvQW.jpg | https://pbs.twimg.com/media/EhG6_kXXgAEcBYZ.jpg | https://pbs.twimg.com/media/EhG6_kaXsAEGrKm.jpg | https://pbs.twimg.com/media/EhG6_kQXYAADY_9.jpg
__denki_,Bakugo,https://twitter.com/__dEnKi_/status/1303022408664846338,"""NOOO, MORI ES ALGODÓN DE AZÚCAR!!… """,2020-09-07 10:28:00,35,4,2,,0,,0,,https://pbs.twimg.com/media/EhVD9TDWAAkHkVH.jpg | https://pbs.twimg.com/media/EhVD9vXWAAAj_v8.jpg | https://pbs.twimg.com/media/EhVD-L2WsAAslCe.jpg | https://pbs.twimg.com/media/EhVD-XlWoAAqTUG.jpg
womensart1,#WOMENSART,https://twitter.com/womensart1/status/1302493152620748800,"""Kenyan-born artist Grace Ndiritu, Still Life",2020-09-05 23:25:00,473,76,1,,0,,0,,https://pbs.twimg.com/media/EhNinj2XYAAkf0H.jpg
josemi_alvarez,José Miguel ,https://twitter.com/josemi_alvarez/status/1303039738488725506,"""Buenas! vengo a promocionar una amiga que vende mascarillas lavables y reutilizables hechas a mano a 3€. Su Instagram es @mariavargas_mua y las hace de varios modelos tanto para adultos como para niños con tela hidrófuga antibacteriana y algodón. Un rt no cuesta nada! Gracias ❤️… https",2020-09-07 11:37:00,8,6,2,mariavargas_mua,1,,0,,https://pbs.twimg.com/media/EhVTu-qXYAUH4gE.jpg
ideatextile,Idea Premium Textile Design,https://twitter.com/IdeaTextile/status/1303041925151428608,"""Hon Bamidele Salam @bamidelesalamBS , Hon representing Ede North, South/Egbedero/Ejigbo Federal Constituency at the @HouseNGR  and Lady @Ninihorla , CEO of @IdeaTextile earlier today at the Ongoing 3 Days Acquisition and Vocational Programme.

#BSEmpowerment
#VocationalTraining… https",2020-09-07 11:46:00,3,1,0,bamidelesalamBS | HouseNGR | Ninihorla | IdeaTextile,4,BSEmpowerment | VocationalTrain,2,,https://pbs.twimg.com/media/EhVVqqqXYAAaEfS.jpg | https://pbs.twimg.com/media/EhVVsY7WsAIRS9C.jpg
maitextiles,mai_Kusa Textiles,https://twitter.com/MaiTextiles/status/1302662392392933377,"""Some days, you just need to be reminded why you started in the first place.
What drives you to get up in the morning and chase your dreams? Why are you working until 10PM on a weekend? Why are you at home working when you could be out partying or hanging out with friends?… https",2020-09-06 10:38:00,21,19,0,,0,,0,,
hy_textiles,Hamzah yusuf,https://twitter.com/hy_textiles/status/1302724380674461696,"""Lamode 
Still available 
Limited stock 
✂️🛍
08085282211… """,2020-09-06 14:44:00,7,6,1,,0,,0,,https://pbs.twimg.com/media/EhQ0jYqXgAMydaO.jpg | https://pbs.twimg.com/media/EhQ0ja7XYAMO7d-.jpg | https://pbs.twimg.com/media/EhQ0jZgWkAIajeQ.jpg | https://pbs.twimg.com/media/EhQ0jdrXsAESp__.jpg
ideatextile,Idea Premium Textile Design,https://twitter.com/IdeaTextile/status/1302869519392813056,"""We are specialised in the Production & Distribution of Premium Adire Fabrics & Accessories, General Merchants & Contracts.

RC 3067298

Delivery is Nationwide.

Contacts",2020-09-07 00:21:00,9,6,0,,0,,0,,https://pbs.twimg.com/media/EhS46teXsAAuxfm.jpg
josiesteed1,Josie Steed,https://twitter.com/JosieSteed1/status/1302673384279605251,"""Looking for a brilliant Textile Design/ Technology graduate (woven) for our AHRC funded KTP with Harris Tweed Hebrides. Pls share https",2020-09-06 11:21:00,36,76,3,,0,,0,,
chikemustafa,Mustafa Chike-Obi,https://twitter.com/ChikeMustafa/status/1302515902043348993,"""The belief that refineries will lead to cheap PMS is not supported by facts. Nothing major produced in Nigeria has ever been cheaper than the foreign alternative. Not sugar, rice, textiles, flour, or even cement. Importation of PMS will be banned and we will pay more eventually.""",2020-09-06 00:56:00,"2,560","1,456",266,,0,,0,,
fg_textiles,faruq,https://twitter.com/FG_Textiles/status/1302660257164992512,"""Victoria brocade 
Available in 3 yards above ✂️
Nationwide delivery 
Dm, call or WhatsApp 08169997137 or 09010720605… """,2020-09-06 10:29:00,28,27,1,,0,,0,,https://pbs.twimg.com/media/EhP6l55WoAEK9jQ.jpg | https://pbs.twimg.com/media/EhP6l5-XkAE2-O9.jpg | https://pbs.twimg.com/media/EhP6l58XkAAodip.jpg | https://pbs.twimg.com/media/EhP6l5_XgAIOQKL.jpg
maitextiles,mai_Kusa Textiles,https://twitter.com/MaiTextiles/status/1302720606224482304,"""🛍The New Imperial Brocade.   🏷N70,000 for 10 Yards… """,2020-09-06 14:29:00,14,16,0,,0,,0,,https://pbs.twimg.com/media/EhQxd63WoAEWMTj.jpg | https://pbs.twimg.com/media/EhQxeIbWAAM5Wp6.jpg | https://pbs.twimg.com/media/EhQxeIeXsAEaP4M.jpg | https://pbs.twimg.com/media/EhQxeIcXYAAxrnQ.jpg
hwarlow,helen warlow,https://twitter.com/HWarlow/status/1302996732398260224,"""Hello again.  
I could tell immediately that this  artist/ Illustrator had a background in Textiles. So beautiful  Sophie Grandval design. I found her at Patternbank.… https",2020-09-07 08:46:00,99,23,3,,0,,0,,https://pbs.twimg.com/media/EhUsnrVXcAAttTJ.jpg
arginusa,Argentina in USA,https://twitter.com/ARGinUSA/status/1303046707639443459,"""Are you into textile art? #SneakPeek our next year’s exhibition “Nature. To protect it is everyone's commitment”, #photography 📷 intervened with #textile art performed by “Punto de Encuentro”  🇦🇷 artists' collective focused on nature @WomenInTheArts ⤵️ 

https",2020-09-07 12:05:00,,,0,WomenInTheArts,1,SneakPeek | photography | textile,3,,
womensart1,#WOMENSART,https://twitter.com/womensart1/status/1302912544621891584,"""Elfi Cella, contemporary Swiss artist who combines textiles and painting #womensart… """,2020-09-07 03:12:00,428,83,4,,0,womensart,1,,https://pbs.twimg.com/media/EhTgDLaXkAAkoGs.jpg
